hour,B(t)
0,5.69487947354
1,5.782821288510001
2,5.815653055736667
3,5.7769569378000005
4,5.755854848896667
5,5.740609295476667
6,8.524149785213334
7,9.025981119933334
8,9.707211959690001
9,10.411887502543333
10,10.673358610420001
11,10.762468801776667
12,10.700326026936667
13,10.88441076036
14,10.955933761006667
15,11.11070846372
16,10.9324861272
17,10.424788487963333
18,10.061309134020002
19,10.112897445246666
20,10.565488944353335
21,7.067891709053334
22,5.699572517153333
23,5.6561882401200005
