hour,B(t)
0,0.295598817889011
1,0.29501895598186817
2,0.2944231523005495
3,0.2936825844274725
4,0.29310272252032965
5,0.29290932786593404
6,0.29319950036153847
7,0.24867348097637365
8,0.17903481950769232
9,0.17897008624285712
10,0.1801132241708791
11,0.1806607194456044
12,0.182238794060989
13,0.18138518451648353
14,0.1814012873186813
15,0.18149790413186814
16,0.1814173901208791
17,0.1847988175543956
18,0.2096372289164835
19,0.25963031067582415
20,0.29601668560604394
21,0.29537273454615387
22,0.2945835362104396
23,0.2943584190357143
