hour,B(t)
0,14.802949222342859
1,14.786193934600002
2,14.815505221328573
3,14.836447237642856
4,14.807131764185714
5,14.798758307042858
6,14.694069159114283
7,8.982266091342858
8,6.947122453142858
9,7.085309616371431
10,6.846624220514286
11,6.892686608257144
12,7.282123539785715
13,6.720997243000001
14,6.775437274614285
15,7.349127943842858
16,7.319816657114288
17,8.299699545614287
18,14.949505655985716
19,14.9620658417
20,14.853194151928573
21,14.815505221328573
22,14.698255887685715
23,14.68150059994286
