hour,B(t)
0,8.200876004414285
1,8.341566831328572
2,8.66317876
3,8.535881277785714
4,8.562680527371429
5,8.522479559628573
6,11.055090286685713
7,20.750084116385715
8,22.82040046131429
9,22.39829448674286
10,22.13029361742857
11,21.466986023128577
12,20.95108476837143
13,21.178884669942857
14,20.093475287800004
15,19.69817274954286
16,19.872369965214286
17,18.652960148414287
18,18.961170358928573
19,11.778707706057144
20,8.602873121657144
21,8.113771116485713
22,7.343262337114287
23,7.162366355728573
