timestamp,baseline,real
2016-07-09 00:00:00,112.82898980387142,117.2510250812
2016-07-09 01:00:00,109.27795316508572,98.4908470008
2016-07-09 02:00:00,107.80394419712857,111.38846210430002
2016-07-09 03:00:00,102.74540057508571,96.8493563298
2016-07-09 04:00:00,107.23444025647143,112.5609805611
2016-07-09 05:00:00,125.09009656265717,121.0030665587
2016-07-09 06:00:00,134.87217853337145,139.76321533200002
2016-07-09 07:00:00,135.0061789680286,133.9006816622
2016-07-09 08:00:00,137.4517057408,152.42634432840003
2016-07-09 09:00:00,150.8183265523286,160.63391491180002
2016-07-09 10:00:00,160.36590566902856,156.64738732720002
2016-07-09 11:00:00,144.38626382150002,156.64738732720002
2016-07-09 12:00:00,150.31582282900004,186.4291451188
2016-07-09 13:00:00,175.9100356371,185.02211124780004
2016-07-09 14:00:00,173.8665227284857,183.3805912697
2016-07-09 15:00:00,177.25005673058575,182.6771036413
2016-07-09 16:00:00,174.5365290885,183.8496220981
2016-07-09 17:00:00,171.95700188107145,186.42911581170003
2016-07-09 18:00:00,169.8129907398286,189.9466711821
2016-07-09 19:00:00,171.45450234447145,187.3671481614
2016-07-09 20:00:00,170.04749359384286,174.00053153660002
2016-07-09 21:00:00,155.97736422027145,147.0327828728
2016-07-09 22:00:00,146.19527806282858,145.39126289470002
2016-07-09 23:00:00,125.79360512470002,121.9410696013
2016-07-10 00:00:00,109.00994810904285,115.375018996
2016-07-10 01:00:00,104.7889134837,99.6633654576
2016-07-10 02:00:00,102.44389750374285,110.45045906170002
2016-07-10 03:00:00,97.68685695304289,104.3534099777
2016-07-10 04:00:00,103.38191310652857,104.3534099777
2016-07-10 05:00:00,119.16055011534287,129.2106371421
2016-07-10 06:00:00,133.09666230734283,130.1486401847
2016-07-10 07:00:00,131.45515070270002,142.811739874
2016-07-10 08:00:00,131.52215510675714,132.02464626990002
2016-07-10 09:00:00,141.23723686014287,162.9789225183
2016-07-10 10:00:00,148.17179912757143,159.46139645500003
2016-07-10 11:00:00,156.51337014562858,167.6689670384
2016-07-10 12:00:00,161.47141972177147,167.9034531455
2016-07-10 13:00:00,166.73095562234286,176.11105303599996
2016-07-10 14:00:00,168.53997823712857,189.24315424660003
2016-07-10 15:00:00,173.4980194398143,182.4425882271
2016-07-10 16:00:00,173.56501128368572,180.0975806206
2016-07-10 17:00:00,173.12951196441432,166.02744706030003
2016-07-10 18:00:00,171.68900101175717,168.1379685597
2016-07-10 19:00:00,164.9554393963143,176.3455391431
2016-07-10 20:00:00,163.01242890705717,174.00053153660002
2016-07-10 21:00:00,159.19339139895715,167.1999655171
2016-07-10 22:00:00,158.05437933091432,157.81987647690002
2016-07-10 23:00:00,138.02120968145715,147.73629980830003
2016-07-11 00:00:00,117.08352663124288,121.2375526658
2016-07-11 01:00:00,115.91101654789999,122.41007112260002
2016-07-11 02:00:00,110.04846613118572,115.8440205173
2016-07-11 03:00:00,106.0619259864,108.1054514552
2016-07-11 04:00:00,108.30644792045715,108.3399375623
2016-07-11 05:00:00,127.93762045267145,140.70121837460002
2016-07-11 06:00:00,147.2002896962143,147.26729828700002
2016-07-11 07:00:00,146.06127762817144,153.12983195680002
2016-07-11 08:00:00,148.6743028509,161.33740254020003
2016-07-11 09:00:00,157.45138156168574,166.02744706030003
2016-07-11 10:00:00,162.7109258357143,177.0490560786
2016-07-11 11:00:00,170.7175041405857,179.8630652064
2016-07-11 12:00:00,174.0005189764143,180.33206672770004
2016-07-11 13:00:00,178.7575637138429,186.4291451188
2016-07-11 14:00:00,177.78605428248576,184.3186236194
2016-07-11 15:00:00,179.2600758106286,195.5747187448
2016-07-11 16:00:00,175.74254137387143,197.68524024420003
