timestamp,baseline,real
2016-07-09 00:00:00,6.004924308514286,5.979791376900001
2016-07-09 01:00:00,7.004907680885714,5.6632160827
2016-07-09 02:00:00,7.035060500057143,6.1908611111
2016-07-09 03:00:00,7.395186144857143,6.132217604
2016-07-09 04:00:00,7.0819644202428575,6.014989204000001
2016-07-09 05:00:00,8.1740725681,6.495713565300001
2016-07-09 06:00:00,7.974754981000001,6.7184768324
2016-07-09 07:00:00,7.8474491253285725,6.7536453524
2016-07-09 08:00:00,7.706741551500001,6.6950311524
2016-07-09 09:00:00,7.904397007357143,6.378455858200001
2016-07-09 10:00:00,8.276249678885716,6.530882085300001
2016-07-09 11:00:00,7.520808935642857,7.5157764879
2016-07-09 12:00:00,8.40187246967143,6.6715854724
2016-07-09 13:00:00,7.939569714085714,5.7101367498
2016-07-09 14:00:00,7.641420212328572,6.835734539500001
2016-07-09 15:00:00,7.023333473328572,6.730199672400001
2016-07-09 16:00:00,7.006586559042859,6.014989204000001
2016-07-09 17:00:00,6.730208045857144,5.639770402700001
2016-07-09 18:00:00,6.607934637928572,5.0886796943000006
2016-07-09 19:00:00,6.679954742814284,5.288026588500001
2016-07-09 20:00:00,6.849140444385715,4.9831741343
2016-07-09 21:00:00,6.912791278857142,5.7101367498
2016-07-09 22:00:00,6.3767853535,5.979791376900001
2016-07-09 23:00:00,7.16235798227143,5.0066198143000005
2016-07-10 00:00:00,7.264539279785715,5.4873441756000005
2016-07-10 01:00:00,7.4822952195142856,5.4170071356000005
2016-07-10 02:00:00,7.691669328642858,5.6514932427
2016-07-10 03:00:00,8.2176229187,6.050157724
2016-07-10 04:00:00,8.247775737871429,6.355010178200001
2016-07-10 05:00:00,8.13051803077143,5.8977314969000005
2016-07-10 06:00:00,8.100373585057143,6.014989204000001
2016-07-10 07:00:00,8.688299131428574,5.6984139098
2016-07-10 08:00:00,8.27290029602857,6.132217604
2016-07-10 09:00:00,7.973067729385714,6.636416952400001
2016-07-10 10:00:00,8.303053115200001,6.2260296311
2016-07-10 11:00:00,7.840737799428572,5.8390879898
2016-07-10 12:00:00,8.090325436485715,7.6799548621000016
2016-07-10 13:00:00,7.718468578228572,5.9563456969
2016-07-10 14:00:00,6.720159897285716,6.6598626324
2016-07-10 15:00:00,6.892686608257144,6.202583951100001
2016-07-10 16:00:00,6.999887793328573,6.143940444
2016-07-10 17:00:00,6.525858011014286,6.7067539924
2016-07-10 18:00:00,5.9764503675,4.8424707472
2016-07-10 19:00:00,6.612954525485715,6.097049084
2016-07-10 20:00:00,6.844107996642857,5.7101367498
2016-07-10 21:00:00,7.1121088659571425,5.9915435240000035
2016-07-10 22:00:00,7.021658781900001,6.143940444
2016-07-10 23:00:00,7.566046537857143,6.155663284000001
2016-07-11 00:00:00,7.6380624560142865,5.2645809085
2016-07-11 01:00:00,7.822320380442859,5.147323201400001
2016-07-11 02:00:00,7.9328751351,6.355010178200001
2016-07-11 03:00:00,8.897681614014287,6.249475311100001
2016-07-11 04:00:00,8.916103219728573,5.9915435240000035
2016-07-11 05:00:00,8.400197778242859,6.495713565300001
2016-07-11 06:00:00,9.107055723142858,8.465531677600001
2016-07-11 07:00:00,9.567687974028573,9.2159399731
2016-07-11 08:00:00,10.400168709714288,8.465531677600001
2016-07-11 09:00:00,9.609559446471428,9.028345226
2016-07-11 10:00:00,9.8725362415,9.3800890402
2016-07-11 11:00:00,9.889291529242858,9.591129467300002
2016-07-11 12:00:00,9.684933120942858,9.9663482686
2016-07-11 13:00:00,9.9261389274,9.3683662002
2016-07-11 14:00:00,9.560985021585713,9.6849414944
2016-07-11 15:00:00,9.1991763119,9.3449205202
2016-07-11 16:00:00,8.113766929757144,8.6296807447
2016-07-11 17:00:00,6.515805675714286,6.6481397924
2016-07-11 18:00:00,5.353343740942857,4.9831741343
2016-07-11 19:00:00,5.457203916614286,4.912807787200001
2016-07-11 20:00:00,6.113800185014287,5.3231951085
2016-07-11 21:00:00,5.5074488462,5.194214561400001
2016-07-11 22:00:00,6.393528081057143,4.9245599343
2016-07-11 23:00:00,6.966389778028572,5.6984139098
2016-07-12 00:00:00,7.085309616371428,6.425347218200001
